Province/State,Date,Confirmed,population,Confirmed per million residents
Idaho,2020-03-21,36,1787065,20.144762501643758
Idaho,2020-03-22,42,1787065,23.502222918584383
Maine,2020-03-10,0,1344212,0
Maine,2020-03-11,0,1344212,0
Maine,2020-03-12,0,1344212,0
Maine,2020-03-13,1,1344212,0.7439302729033813
Maine,2020-03-14,3,1344212,2.231790818710144
Maine,2020-03-15,12,1344212,8.927163274840575
Maine,2020-03-16,17,1344212,12.646814639357482
Maine,2020-03-17,32,1344212,23.805768732908202
Maine,2020-03-18,42,1344212,31.245071461942015
Maine,2020-03-19,52,1344212,38.68437419097583
Maine,2020-03-20,56,1344212,41.66009528258935
Maine,2020-03-21,70,1344212,52.075119103236695
Maine,2020-03-22,89,1344212,66.20979428840094
Michigan,2020-03-10,0,9986857,0
Michigan,2020-03-11,2,9986857,0.20026320593155583
Michigan,2020-03-12,2,9986857,0.20026320593155583
Michigan,2020-03-13,16,9986857,1.6021056474524467
Michigan,2020-03-14,25,9986857,2.503290074144448
Michigan,2020-03-15,33,9986857,3.3043428978706713
Michigan,2020-03-16,53,9986857,5.30697495718623
Michigan,2020-03-17,65,9986857,6.508554192775565
Michigan,2020-03-18,83,9986857,8.310923046159568
Michigan,2020-03-19,334,9986857,33.443955390569826
Michigan,2020-03-20,552,9986857,55.27264483710941
Michigan,2020-03-21,788,9986857,78.903703137033
Michigan,2020-03-22,1037,9986857,103.83647227551171
Mississippi,2020-03-10,0,2976149,0
Mississippi,2020-03-11,0,2976149,0
Mississippi,2020-03-12,1,2976149,0.33600468256125615
Mississippi,2020-03-13,1,2976149,0.33600468256125615
Mississippi,2020-03-14,6,2976149,2.016028095367537
Mississippi,2020-03-15,10,2976149,3.3600468256125615
Mississippi,2020-03-16,13,2976149,4.36806087329633
Mississippi,2020-03-17,21,2976149,7.056098333786379
Mississippi,2020-03-18,34,2976149,11.42415920708271
Mississippi,2020-03-19,50,2976149,16.800234128062808
Mississippi,2020-03-20,80,2976149,26.880374604900492
Mississippi,2020-03-21,140,2976149,47.040655558575864
Mississippi,2020-03-22,207,2976149,69.55296929018003
Montana,2020-03-10,0,1068778,0
Montana,2020-03-11,1,1068778,0.9356480017365627
Montana,2020-03-12,1,1068778,0.9356480017365627
Montana,2020-03-13,1,1068778,0.9356480017365627
Montana,2020-03-14,5,1068778,4.678240008682813
Montana,2020-03-15,7,1068778,6.549536012155939
Montana,2020-03-16,7,1068778,6.549536012155939
Montana,2020-03-17,9,1068778,8.420832015629065
Montana,2020-03-18,11,1068778,10.29212801910219
Montana,2020-03-19,11,1068778,10.29212801910219
Montana,2020-03-20,15,1068778,14.03472002604844
Montana,2020-03-21,21,1068778,19.648608036467817
Montana,2020-03-22,31,1068778,29.005088053833443
New Mexico,2020-03-10,0,2096829,0
New Mexico,2020-03-11,3,2096829,1.4307318336402253
New Mexico,2020-03-12,5,2096829,2.384553056067042
New Mexico,2020-03-13,10,2096829,4.769106112134084
New Mexico,2020-03-14,10,2096829,4.769106112134084
New Mexico,2020-03-15,13,2096829,6.19983794577431
New Mexico,2020-03-16,17,2096829,8.107480390627943
New Mexico,2020-03-17,23,2096829,10.968944057908393
New Mexico,2020-03-18,23,2096829,10.968944057908393
New Mexico,2020-03-19,35,2096829,16.691871392469295
New Mexico,2020-03-20,43,2096829,20.507156282176563
New Mexico,2020-03-21,43,2096829,20.507156282176563
New Mexico,2020-03-22,57,2096829,27.18390483916428
North Dakota,2020-03-10,0,762062,0
North Dakota,2020-03-11,0,762062,0
North Dakota,2020-03-12,1,762062,1.3122291887011819
North Dakota,2020-03-13,1,762062,1.3122291887011819
North Dakota,2020-03-14,1,762062,1.3122291887011819
North Dakota,2020-03-15,1,762062,1.3122291887011819
North Dakota,2020-03-16,1,762062,1.3122291887011819
North Dakota,2020-03-17,3,762062,3.9366875661035454
North Dakota,2020-03-18,6,762062,7.873375132207091
North Dakota,2020-03-19,18,762062,23.620125396621273
North Dakota,2020-03-20,19,762062,24.932354585322454
North Dakota,2020-03-21,28,762062,36.74241728363309
North Dakota,2020-03-22,28,762062,36.74241728363309
South Dakota,2020-03-10,0,884659,0
South Dakota,2020-03-11,8,884659,9.04303240005471
South Dakota,2020-03-12,8,884659,9.04303240005471
South Dakota,2020-03-13,8,884659,9.04303240005471
South Dakota,2020-03-14,9,884659,10.173411450061549
South Dakota,2020-03-15,9,884659,10.173411450061549
South Dakota,2020-03-16,10,884659,11.303790500068388
South Dakota,2020-03-17,11,884659,12.434169550075227
South Dakota,2020-03-18,11,884659,12.434169550075227
South Dakota,2020-03-19,11,884659,12.434169550075227
South Dakota,2020-03-20,14,884659,15.825306700095743
South Dakota,2020-03-21,14,884659,15.825306700095743
South Dakota,2020-03-22,21,884659,23.737960050143613
West Virginia,2020-03-10,0,1792147,0
West Virginia,2020-03-11,0,1792147,0
West Virginia,2020-03-12,0,1792147,0
West Virginia,2020-03-13,0,1792147,0
West Virginia,2020-03-14,0,1792147,0
West Virginia,2020-03-15,0,1792147,0
West Virginia,2020-03-16,0,1792147,0
West Virginia,2020-03-17,1,1792147,0.5579899416733114
West Virginia,2020-03-18,1,1792147,0.5579899416733114
West Virginia,2020-03-19,2,1792147,1.1159798833466228
West Virginia,2020-03-20,7,1792147,3.9059295917131798
West Virginia,2020-03-21,8,1792147,4.463919533386491
West Virginia,2020-03-22,12,1792147,6.695879300079737
Wyoming,2020-03-10,0,578759,0
Wyoming,2020-03-11,0,578759,0
Wyoming,2020-03-12,1,578759,1.7278349019194519
Wyoming,2020-03-13,1,578759,1.7278349019194519
Wyoming,2020-03-14,2,578759,3.4556698038389038
Wyoming,2020-03-15,3,578759,5.183504705758355
Wyoming,2020-03-16,3,578759,5.183504705758355
Wyoming,2020-03-17,11,578759,19.00618392111397
Wyoming,2020-03-18,15,578759,25.917523528791776
Wyoming,2020-03-19,18,578759,31.10102823455013
Wyoming,2020-03-20,19,578759,32.828863136469586
Wyoming,2020-03-21,23,578759,39.74020274414739
Wyoming,2020-03-22,24,578759,41.46803764606684
Alabama,2020-03-10,0,4903185,0
Alabama,2020-03-11,0,4903185,0
Alabama,2020-03-12,0,4903185,0
Alabama,2020-03-13,5,4903185,1.0197453288015852
Alabama,2020-03-14,6,4903185,1.223694394561902
Alabama,2020-03-15,12,4903185,2.447388789123804
Alabama,2020-03-16,29,4903185,5.914522907049194
Alabama,2020-03-17,39,4903185,7.954013564652364
Alabama,2020-03-18,46,4903185,9.381657024974583
Alabama,2020-03-19,78,4903185,15.908027129304728
Alabama,2020-03-20,83,4903185,16.92777245810631
Alabama,2020-03-21,131,4903185,26.71732761460153
Alabama,2020-03-22,138,4903185,28.14497107492375
Puerto Rico,2020-03-10,0,3193694,0
Puerto Rico,2020-03-11,0,3193694,0
Puerto Rico,2020-03-12,0,3193694,0
Puerto Rico,2020-03-13,0,3193694,0
Puerto Rico,2020-03-14,3,3193694,0.9393511087787371
Puerto Rico,2020-03-15,5,3193694,1.5655851812978951
Puerto Rico,2020-03-16,5,3193694,1.5655851812978951
Puerto Rico,2020-03-17,5,3193694,1.5655851812978951
Puerto Rico,2020-03-18,5,3193694,1.5655851812978951
Puerto Rico,2020-03-19,5,3193694,1.5655851812978951
Puerto Rico,2020-03-20,14,3193694,4.383638507634107
Puerto Rico,2020-03-21,21,3193694,6.57545776145116
Puerto Rico,2020-03-22,23,3193694,7.201691833970318
Guam,2020-03-10,0,NA,NA
Guam,2020-03-11,0,NA,NA
Guam,2020-03-12,0,NA,NA
Guam,2020-03-13,0,NA,NA
Guam,2020-03-14,0,NA,NA
Guam,2020-03-15,3,NA,NA
Guam,2020-03-16,3,NA,NA
Guam,2020-03-17,3,NA,NA
Guam,2020-03-18,5,NA,NA
Guam,2020-03-19,12,NA,NA
Guam,2020-03-20,14,NA,NA
Guam,2020-03-21,15,NA,NA
Guam,2020-03-22,27,NA,NA
Virgin Islands,2020-03-10,0,NA,NA
Virgin Islands,2020-03-11,0,NA,NA
Virgin Islands,2020-03-12,0,NA,NA
Virgin Islands,2020-03-13,0,NA,NA
Virgin Islands,2020-03-14,1,NA,NA
Virgin Islands,2020-03-15,1,NA,NA
Virgin Islands,2020-03-16,1,NA,NA
Virgin Islands,2020-03-17,2,NA,NA
Virgin Islands,2020-03-18,2,NA,NA
Virgin Islands,2020-03-19,3,NA,NA
Virgin Islands,2020-03-20,3,NA,NA
Virgin Islands,2020-03-21,3,NA,NA
Virgin Islands,2020-03-22,3,NA,NA
Total,2020-03-10,892,NA,NA
Total,2020-03-11,1214,NA,NA
Total,2020-03-12,1596,NA,NA
Total,2020-03-13,2112,NA,NA
Total,2020-03-14,2660,NA,NA
Total,2020-03-15,3432,NA,NA
Total,2020-03-16,4565,NA,NA
Total,2020-03-17,6353,NA,NA
Total,2020-03-18,7715,NA,NA
Total,2020-03-19,13608,NA,NA
Total,2020-03-20,19028,NA,NA
Total,2020-03-21,25417,NA,NA
Total,2020-03-22,33193,NA,NA
